clubName,leagueName,countryName,clubLogo,countryFlag
United States,,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/United+States.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Huddersfield Town,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Huddersfield+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Sampdoria,Italian Serie A,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sampdoria.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
KRC Genk,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/KRC+Genk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
SC Freiburg,German 1. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SC+Freiburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
FC Augsburg,German 1. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Augsburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Toulouse Football Club,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Toulouse+Football+Club.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
RCD Mallorca,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/RCD+Mallorca.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Spartak Moscow,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Spartak+Moscow.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Atlanta United,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Atlanta+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Peterborough United,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Peterborough+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Vitesse,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Vitesse.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Charlton Athletic,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Charlton+Athletic.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Real Valladolid CF,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Real+Valladolid+CF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Levante UD,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Levante+UD.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
SD Huesca,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SD+Huesca.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Deportivo Alavés,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportivo+Alavés.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Empoli,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Empoli.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Barnsley,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Barnsley.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Netherlands,,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Netherlands.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Club Atlético Lanús,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Atlético+Lanús.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Independiente,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Independiente.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Toronto FC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Toronto+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
SK Slavia Praha,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SK+Slavia+Praha.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
1. FC Nürnberg,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/1.+FC+Nürnberg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Holstein Kiel,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Holstein+Kiel.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Racing Club,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Racing+Club.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Bristol City,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bristol+City.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Millwall,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Millwall.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Rayo Vallecano,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rayo+Vallecano.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Sheffield Wednesday,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sheffield+Wednesday.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
UD Almería,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/UD+Almería.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Vitória Guimarães,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Vitória+Guimarães.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Girona FC,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Girona+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Coventry City,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Coventry+City.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
FC Metz,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Metz.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Montpellier HSC,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Montpellier+HSC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
U.N.A.M.,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/U.N.A.M..png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
SC Braga,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SC+Braga.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Paris FC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Paris+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Birmingham City,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Birmingham+City.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
LA Galaxy,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/LA+Galaxy.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Blackpool,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Blackpool.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Fortuna Düsseldorf,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Fortuna+Düsseldorf.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Preston North End,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Preston+North+End.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Lincoln City,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Lincoln+City.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Forest Green Rovers,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Forest+Green+Rovers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Preston North End,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Preston+North+End.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
1. FC Kaiserslautern,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/1.+FC+Kaiserslautern.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Real Zaragoza,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Real+Zaragoza.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
CA Osasuna,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CA+Osasuna.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Shakhtar Donetsk,Ukrainian Premier League,Ukraine,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Shakhtar+Donetsk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Ukraine.png
FC Nantes,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Nantes.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
VfL Bochum 1848,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/VfL+Bochum+1848.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sparta+Praha.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
Belgium,,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Belgium.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
FC Lorient,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Lorient.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Luton Town,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Luton+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Port Vale,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Port+Vale.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
FC St. Pauli,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+St.+Pauli.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Olympiacos CFP,Greek Super League,Greece,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Olympiacos+CFP.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Greece.png
UD Las Palmas,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/UD+Las+Palmas.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Peñarol,Uruguayan Primera División,Uruguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Peñarol.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Uruguay.png
Portland Timbers,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Portland+Timbers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
DSC Arminia Bielefeld,German 1. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/DSC+Arminia+Bielefeld.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Elche CF,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Elche+CF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
SG Dynamo Dresden,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SG+Dynamo+Dresden.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Flamengo,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Flamengo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
FC Groningen,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Groningen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Turkey,,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Turkey.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Crotone,Italian Serie A,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Crotone.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Stade de Reims,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Stade+de+Reims.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Wycombe Wanderers,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Wycombe+Wanderers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Dynamo Kyiv,Ukrainian Premier League,Ukraine,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Dynamo+Kyiv.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Ukraine.png
SpVgg Greuther Fürth,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SpVgg+Greuther+Fürth.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Brazil,,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Brazil.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Cádiz CF,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cádiz+CF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
FC Basel 1893,Swiss Super League,Switzerland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Basel+1893.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Switzerland.png
San Lorenzo de Almagro,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/San+Lorenzo+de+Almagro.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Boavista FC,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Boavista+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
FC Ingolstadt 04,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Ingolstadt+04.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
New York Red Bulls,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/New+York+Red+Bulls.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
RC Strasbourg Alsace,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/RC+Strasbourg+Alsace.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Vissel Kobe,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Vissel+Kobe.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Universidad Católica,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Universidad+Católica.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Stevenage,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Stevenage.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
PAOK,Greek Super League,Greece,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/PAOK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Greece.png
Trabzonspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Trabzonspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
FC Nordsjælland,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Nordsjælland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Legia Warszawa,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Legia+Warszawa.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Stade Brestois 29,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Stade+Brestois+29.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
