clubName,leagueName,countryName,clubLogo,countryFlag
SD Eibar,Spain Primera Division,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SD+Eibar.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Rotherham United,English League Championship,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rotherham+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Los Angeles FC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Los+Angeles+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
FC Twente,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Twente.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Leyton Orient,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Leyton+Orient.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Argentinos Juniors,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Argentinos+Juniors.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
AFC Wimbledon,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AFC+Wimbledon.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Lecce,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Lecce.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Medipol Başakşehir FK,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Medipol+Başakşehir+FK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Oxford United,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Oxford+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Famalicão,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Famalicão.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Real Sporting de Gijón,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Real+Sporting+de+Gijón.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Angers SCO,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Angers+SCO.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Harrogate Town,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Harrogate+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Brescia,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Brescia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Lech Poznań,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Lech+Poznań.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Poland,,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Poland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Walsall,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Walsall.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Cheltenham Town,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cheltenham+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Junior FC,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Junior+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
SV Darmstadt 98,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Darmstadt+98.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Doncaster Rovers,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Doncaster+Rovers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Bradford City,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bradford+City.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Nacional de Montevideo,Uruguayan Primera División,Uruguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Nacional+de+Montevideo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Uruguay.png
Defensa y Justicia,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Defensa+y+Justicia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Orlando City SC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Orlando+City+SC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Columbus Crew SC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Columbus+Crew+SC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
FC Utrecht,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Utrecht.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
KV Oostende,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/KV+Oostende.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
SC Paderborn 07,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SC+Paderborn+07.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
FCSB (Steaua),Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FCSB+(Steaua).png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
Morecambe,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Morecambe.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
SC Heerenveen,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SC+Heerenveen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Colchester United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Colchester+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Royal Antwerp FC,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Royal+Antwerp+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
FC Dallas,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Dallas.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Atlético+Mineiro.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Scunthorpe United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Scunthorpe+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Club León,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+León.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
FC Hansa Rostock,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Hansa+Rostock.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
IFK Göteborg,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/IFK+Göteborg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Barrow,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Barrow.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Al Hilal,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Hilal.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
FC Midtjylland,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Midtjylland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Southend United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Southend+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Tranmere Rovers,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Tranmere+Rovers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
CD Tenerife,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Tenerife.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Fluminense,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Fluminense.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
ADO Den Haag,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/ADO+Den+Haag.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Santa Clara,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Santa+Clara.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Cambridge United,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cambridge+United.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Estudiantes de La Plata,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Estudiantes+de+La+Plata.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Santos Laguna,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Santos+Laguna.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Dijon FCO,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Dijon+FCO.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Hibernian,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hibernian.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
Accrington Stanley,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Accrington+Stanley.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Côte d'Ivoire,,Ivory Coast,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Côte+d'Ivoire.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Ivory+Coast.png
Guangzhou Evergrande Taobao FC,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Guangzhou+Evergrande+Taobao+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
Stade Malherbe Caen,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Stade+Malherbe+Caen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Norway,,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Norway.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Beijing Sinobo Guoan FC,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Beijing+Sinobo+Guoan+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
Newport County,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Newport+County.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
New York City FC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/New+York+City+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Nîmes Olympique,French Ligue 1,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Nîmes+Olympique.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
ESTAC Troyes,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/ESTAC+Troyes.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Oldham Athletic,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Oldham+Athletic.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Benevento,Italian Serie A,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Benevento.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Le Havre AC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Le+Havre+AC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Bristol Rovers,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bristol+Rovers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Standard de Liège,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Standard+de+Liège.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
BSC Young Boys,Swiss Super League,Switzerland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/BSC+Young+Boys.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Switzerland.png
Le Havre AC,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Le+Havre+AC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
VfL Osnabrück,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/VfL+Osnabrück.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
FC København,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+København.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Kawasaki Frontale,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kawasaki+Frontale.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Aberdeen,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Aberdeen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
FC Sochaux-Montbéliard,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Sochaux-Montbéliard.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
SK Rapid Wien,Austrian Football Bundesliga,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SK+Rapid+Wien.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
Uruguay,,Uruguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Uruguay.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Uruguay.png
Mansfield Town,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Mansfield+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Colombia,,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Colombia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
Molde FK,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Molde+FK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Clermont Foot 63,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Clermont+Foot+63.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Deportivo Toluca,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportivo+Toluca.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Sparta Rotterdam,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sparta+Rotterdam.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Chile,,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Chile.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Gamba Osaka,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gamba+Osaka.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Grimsby Town,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Grimsby+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Chievo Verona,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Chievo+Verona.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
KAA Gent,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/KAA+Gent.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
Denmark,,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Denmark.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Sweden,,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sweden.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Milton Keynes Dons,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Milton+Keynes+Dons.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Rochdale,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rochdale.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Club Atlético Talleres,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Atlético+Talleres.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
AJ Auxerre,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AJ+Auxerre.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
Santos,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Santos.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Fleetwood Town,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Fleetwood+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Rio Ave FC,Portuguese Liga ZON SAGRES,Portugal,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rio+Ave+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Portugal.png
Scotland,,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Scotland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
Willem II,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Willem+II.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Philadelphia Union,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Philadelphia+Union.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Sint-Truidense VV,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sint-Truidense+VV.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
Malmö FF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Malmö+FF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
São Paulo,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/São+Paulo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Czech Republic,,Czech Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Czech+Republic.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Czech+Republic.png
Swindon Town,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Swindon+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
FC Emmen,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Emmen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Zenit St. Petersburg,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Zenit+St.+Petersburg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
CD Mirandés,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Mirandés.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Pachuca,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Pachuca.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Club Atlético Banfield,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Atlético+Banfield.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Rosario Central,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Rosario+Central.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Real Oviedo,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Real+Oviedo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Cork City,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cork+City.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
Grêmio,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Grêmio.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Albacete BP,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Albacete+BP.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Fatih Karagümrük S.K.,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Fatih+Karagümrük+S.K..png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Crewe Alexandra,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Crewe+Alexandra.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Austria,,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Austria.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
Russia,,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Russia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Gillingham,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gillingham.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Northampton Town,English League One,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Northampton+Town.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
Heracles Almelo,Holland Eredivisie,Netherlands,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Heracles+Almelo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Netherlands.png
Eintracht Braunschweig,German 2. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Eintracht+Braunschweig.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
SPAL,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SPAL.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
FC Cincinnati,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Cincinnati.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Türkgücü München,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Türkgücü+München.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Peru,,Peru,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Peru.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Peru.png
En Avant de Guingamp,French Ligue 2,France,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/En+Avant+de+Guingamp.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/France.png
AIK,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/AIK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
C.D. Castellón,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/C.D.+Castellón.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
